scholar_index,name_letters,name_arabic,grade,birth_greg,death_greg,places_of_stay
187,Umm Shareek,( أم شريك العامرية/ الأنصارية/ الدوسية ( رضي الله عنها,Comp.(RA) [1st Generation],0,0,Medina
188,Umm 'Ubays,( أم عبيس ( رضي الله عنها,Comp.(RA),0,0,"Makkah,  Medina"
189,'Uqba bin 'Amir al-Juhayni,( عقبة بن عامر الجهني ( رضي الله عنه,Comp.(RA) [1st Generation],0,622,"Medina, Syria, Egypt"
190,'Urwah ibn Mas'ud al-Thaqafi,( عروة بن مسعود بن معتب الثقفي ( رضي الله عنه,Comp.(RA),0,622,"Makkah, Medina, Ta"
191,Ayman bin 'Ubiad,( أيمن بن عبيد بن زيد بن عمرو ( رضي الله عنه,Comp.(RA),0,630,"Makkah, Medinah"
192,'Abdullah b. Zama'a,( عبد الله بن زمعة بن الأسود بن المطلب ( رضي الله عنه,Comp.(RA) [1st Generation],0,684,"Makkah, Medina"
193,Mulayl bin Wabara bin Khalid,( مليل بن وبرة بن خالد بن العجلان ( رضي الله عنه,Comp.(RA),0,0,Medinah
194,Habiba bint Mulayl bin Wabara,( حبيبة بنت مليل بن وبرة بن خالد ( رضي الله عنها,Comp.(RA),0,0,Medinah
195,Bushra bint Mulayl bin Wabara,( بشرة بنت مليل بن وبرة بن خالد ( رضي الله عنها,Comp.(RA),0,0,Medinah
196,'Atikah bint Zayd,( عاتكة بنت زيد بن عمرو بن نفيل ( رضي الله عنها,Comp.(RA),0,0,"Makkah, Medina"
197,Tulayb bin 'Umayr,( طليب بن عمير بن وهب ( رضي الله عنه,Comp.(RA),0,635,"Makkah, Abyssinia, Medinah"
198,Umm Hani bint Abi Talib,( ام هانى بنت أبي طالب ( رضي الله عنها,Comp.(RA) [1st Generation],0,662,"Makkah, Medina"
199,Jumanah bint Abi Talib,( جمانة بنت أبي طالب بن عبد المطلب ( رضي الله عنها,Comp.(RA),0,0,"Makkah, Medina"
200,'Umayr bin Sa'd al-Ansari,( عمير بن سعيد بن عبيد الأنصاري ( رضي الله عنه,Comp.(RA) [1st Generation],0,622,"Medinah, Syria, Hims, Kufa"
201,Basbas bin 'Amr bin Tha'laba,( بسبس بن عمرو بن ثعلبة ( رضي الله عنه,Comp.(RA),0,0,Medinah
202,"Umm Ayman, Barakah",( أم أيمن مولاة النبي صلى الله عليه وسلم ( رضي الله عنها,Comp.(RA) [1st Generation],0,633,"Makkah, Medina"
203,Habiba bint Kharijah ibn Zayd,( حبيبة بنت خارجة بن زيد ( رضي الله عنها,Comp.(RA),0,622,Medina
204,'Abdullah ibn Hudhafah as-Sahmi,( عبد الله بن حذافة ( رضي الله عنه,Comp.(RA) [1st Generation],0,622,"Makkah, Abyssinia, Medinah, Egypt"
205,Tufail ibn 'Abdullah,( الطفيل بن عبد الله بن الحارث بن سخبرة ( رضي الله عنه,Comp.(RA) [1st Generation],0,0,"Sarat,  Makkah,  Madinah"
206,'Utbah ibn Ghazwan,( عتبة بن غزوان ( رضي الله عنه,Comp.(RA) [1st Generation],0,639,"Makkah, Abyssinia, Medinah, Basrah"
207,Mahabba bint ar-Rabi' ibn 'Amr,( محبة بنت الربيع بن عمرو بن أبي زهير ( رضي الله عنها,Comp.(RA),0,0,Medina
208,Muhammad bin 'Abdur Rahman,( محمد بن عبد الرحمن بن أبي بكر ( رضي الله عنه,Comp.(RA),0,0,Medinah
209,Umm Haram bint Milhan,( أم حرام بنت ملحان ( رضي الله عنها,Comp.(RA) [1st Generation],0,622,Medinah
210,Huzayla bint 'Utba ibn 'Amr,( هزيلة بنت عتبة بن عمرو ( رضي الله عنها,Comp.(RA),0,0,Medina
211,Zayd ibn Kharija ibn Zayd,( زيد بن خارجة بن زيد ( رضي الله عنه,Comp.(RA) [1st Generation],0,622,Medina
212,'Adi ibn Hatim al-Tayyi',( عدي بن حاتم الطائي ( رضي الله عنه,Comp.(RA) [1st Generation],0,622,"Medina, Kufa"
213,Ibn Umm Maktum,( عبد الله بن أم مكتوم الأعمى القرشي ( رضي الله عنه,Comp.(RA) [1st Generation],0,636,"Makkah, Medina, Iraq"
214,Jamila bint Sa'd ibn ar-Rabi',( أم سعد/ أم خارجة/جميلة بنت سعد بن الربيع ( رضي الله عنها,Comp.(RA) [1st Generation],625,0,Medinah
215,'Amra bint Hazm ibn Zayd,( عمرة بنت حزم الأنصارية ( رضي الله عنها,Comp.(RA),0,0,Medina
216,al-Harith ibn Nawfal ibn al-Harith,( الحارث بن نوفل بن الحارث ( رضي الله عنه,Comp.(RA) [1st Generation],0,622,"Makkah, Medina, Basra"
217,'Umayr bin Wahb,( عمير بن وهب بن خلف ( رضي الله عنه,Comp.(RA),0,622,"Makkah, Medinah"
218,Yazid bin Abi Sufyan,( يزيد بن أبي سفيان ( رضي الله عنه,Comp.(RA) [1st Generation],0,640,"Makkah, Medinah, Syria, Palestine"
219,Abu 'Umair bin Abi Talha,( أبو عمير بن أبي طلحة زيد بن سهل الأنصاري ( رضي الله عنه,Comp.(RA),0,0,Medinah
220,Umama bint As-Samit,( أمامة بنت الصامت بن قيس بن أصرم ( رضي الله عنها,Comp.(RA),0,0,Medinah
221,Suhyal bin Bayda',( سهيل بن بيضاء القرشي ( رضي الله عنه,Comp.(RA),0,631,"Makkah, Abyssinia, Medinah"
222,Umm Khultum bint Suhayl,( أم كلثوم بنت سهيل بن عمرو ( رضي الله عنها,Comp.(RA),0,0,"Makkah, Abyssinia, Medinah"
223,Abu Sibrah bin Abi Ruhm,( أبو سبرة بن أبي رهم بن عبد العزي ( رضي الله عنه,Comp.(RA),0,622,"Makkah, Abyssinia, Medinah"
224,Fatima bint Qays,( فاطمة بنت قيس ( رضي الله عنها,Comp.(RA) [1st Generation],0,0,"Makkah, Medina, Kufah"
225,Ad-Dahhak bin Qays,( الضحاك بن قيس بن خالد ( رضي الله عنه,Comp.(RA) [1st Generation],0,686,"Makkah, Medina, Damascus, Kufa"
226,Thabit bin As-Samit,( ثابت بن الصامت بن قيس بن أصرم ( رضي الله عنه,Comp.(RA),0,0,"Makkah, Medinah"
227,Abu Burzah al-Aslami,( أبو برزة الأسلمي ( رضي الله عنه,Comp.(RA) [1st Generation],0,622,"Medina, Basra, Syria"
228,Khawla bint As-Samit,( خولة بنت الصامت بن قيس بن أصرم ( رضي الله عنها,Comp.(RA),0,0,"Makkah, Medinah"
229,Abu Talha Ansari,( أبو طلحة الأنصاري زيد بن سهل بن الأسود ( رضي الله عنه,Comp.(RA) [1st Generation],0,655,Medinah
230,Addas,( عداس مولى شيبة بن ربيعة ( رضي الله عنه,Comp.(RA),0,0,"Tai'f, Makkah, Medinah"
231,Arwa bint 'Abd al-Muttalib,( أروى بنت عبد المطلب عمة رسول الله ( رضي الله عنها,Comp.(RA),0,0,"Makkah, Medina"
232,Ka'b bin Jimaz,(Himar) bin Tha'laba ( كعب بن جماز بن مالك ( رضي الله عنه,Comp.(RA),0,0,Medinah
233,Qatada ibn al-Nu'man,"( ذو العينين , قتادة بن النعمان بن زيد ( رضي الله عنه",Comp.(RA) [1st Generation],0,622,Medinah
234,'Utba bin Rabai'a bin Khalid,( عتبة بن ربيعة بن خالد ( رضي الله عنه,Comp.(RA),0,0,Medinah
235,Ma'mar bin Harith bin Ma'mar,( معمر بن الحارث بن معمر ( رضي الله عنه,Comp.(RA),0,622,"Makkah, Abyssinia, Medinah"
236,'Amr bin Iyyas bin Zayd,( عمرو بن إياس ( رضي الله عنه,Comp.(RA),0,0,Medinah
237,Salma ibn al-Akwa,( سلمة بن الأكوع ( رضي الله عنه,Comp.(RA) [1st Generation],0,694,"Makkah, Medinah"
238,Suhayl ibn 'Amr,( سهيل بن عمرو العامرية ( رضي الله عنه,Comp.(RA),0,640,"Makkah, Medinah"
239,Thabit bin Qays b. Shammas,( ثابت بن قيس بن الشماس الأنصاري ( رضي الله عنه,Comp.(RA) [1st Generation],0,634,Medinah
240,'Ady bin Qays bin Hudhafa al-Sahmi,( عدي بن قيس بن حذافة السهمي ( رضي الله عنه,Comp.(RA),0,0,"Makkah, Medina"
241,Umayma bint Ady bin Qays bin Hudhafa,( أميمة بنت عدي بن قيس بن حذافة السهمي ( رضي الله عنها,Comp.(RA),0,0,"Makkah, Medina"
242,Wahshy ibn Harb,( وحشي بن حرب الحبشي ( رضي الله عنه,Comp.(RA) [1st Generation],0,622,"Makkah, Medinah, Hims, Syria"
243,Yasir ibn 'Amir,( ياسر بن عامر بن مالك ( رضي الله عنه,Comp.(RA),0,623,"Makkah, Yemen"
244,Zaynab bint Abi Salamah,( زينب بنت أبي سلمة ( رضي الله عنها,Comp.(RA) [1st Generation],0,693,"Abyssinia, Medina"
245,Salamah bin Abi Salamah,( سلمة بن أبي سلمة بن عبدالأسد ( رضي الله عنه,Comp.(RA),0,0,"Makkah, Medina, kufah"
246,'Umar bin Abi Salamah,( عمر بن أبي سلمة بن عبد الأسد ( رضي الله عنه,Comp.(RA) [1st Generation],0,703,"Makkah, Medina, Fars, Bahrian"
247,Durrah bintt Abi Salamah,( درة بنت أبي سلمة بن عبدالأسد ( رضي الله عنها,Comp.(RA),0,0,"Makkah, Medina, Abyssinia"
248,Duba'a bint Az-Zubair,( ضباعة بنت الزبير بن عبد المطلب الهاشمية ( رضي الله عنها,Comp.(RA) [1st Generation],0,0,"Makkah, Medina"
249,Umm al-Hakam bint Az-Zubair,( أم الحكم بنت الزبير بن عبد المطلب ( رضي الله عنها,Comp.(RA) [1st Generation],0,0,"Makkah, Medina"
250,Safiyya bint Az-Zubair,( صفية بنت الزبير بن عبد المطلب بن هاشم ( رضي الله عنها,Comp.(RA),0,0,"Makkah, Medina"
251,'Itban bin Malik bin 'Amr,( عتبان بن مالك بن عمرو بن العجلان ( رضي الله عنه,Comp.(RA) [1st Generation],0,622,Medinah
252,Layla bint Ri'ab bin Hunayf,( ليلى بنت رئاب بن حنيف ( رضي الله عنها,Comp.(RA),0,0,Medinah
253,'Asma bin Ri'ab bin Hunayf,( عصمة بن رئاب بن حنيف ( رضي الله عنه,Comp.(RA),0,634,Medinah
254,Thabit bin Hazzal,( ثابت بن هزال بن عمرو ( رضي الله عنه,Comp.(RA),0,634,Medinah
255,'Amra bint Hazzal,( عمرة بنت هزال بن عمرو ( رضي الله عنها,Comp.(RA),0,0,Medinah
256,Abaan bin Sa'id ibn al-'As,( أبان بن سعيد بن العاص بن أمية ( رضي الله عنه,Comp.(RA),0,635,"Makkah, Medinah"
257,Umm az-Zubayr bint Az-Zubair,( أم الزبير بنت الزبير بن عبد المطلب ( رضي الله عنها,Comp.(RA),0,0,"Makkah, Medina"
258,Rabi' bin Iyas b. 'Amr,( الربيع بن إياس بن عمرو ( رضي الله عنه,Comp.(RA),0,0,Medinah
259,Abd' bin Jahsh,( عبد بن جحش بن رئاب ( رضي الله عنه,Comp.(RA),0,622,"Makkah, Medina"
260,Wazfah/Waraqa bin Iyas b. 'Amr,( وذفة بن إياس بن عمرو ( رضي الله عنه,Comp.(RA),0,634,Medinah
261,'Aatika bint 'Abd al-Muttalib,( عاتكة بنت عبد المطلب عمة رسول الله ( رضي الله عنها,Comp.(RA),0,0,"Makkah, Medina"
262,al-Mujadhar bin Ziyad b. 'Amr,( المجذر بن زياد بن عمرو ( رضي الله عنه,Comp.(RA),0,625,Medinah
263,'Ubada bin al-Hashas b. 'Amr,( عبدة بن الحسحاس بن عمرو ( رضي الله عنه,Comp.(RA),0,625,Medinah
264,Bahhath bin Tha'laba bin Hazama,( بحاث بن ثعلبة بن خزمة ( رضي الله عنه,Comp.(RA),0,0,Medinah
265,'Abdullah bin Tha'laba bin Hazama,( عبد الله بن ثعلبة بن خزمة ( رضي الله عنه,Comp.(RA),0,0,Medinah
266,Yazid bin Tha'laba bin Hazama,( يزيد بن ثعلبة بن خزمة ( رضي الله عنه,Comp.(RA),0,0,Medinah
267,"Abu Fakih, Aflah bin Yasar",( أبو فكيهة الجهمي مولى صفوان بن أمية ( رضي الله عنه,Comp.(RA),0,0,"Makkah, Abyssina, Medinah"
268,Aflah,( أفلح بن أبي القعيس،،و أخوأبي القعيس ( رضي الله عنه,Comp.(RA),0,0,"Makkah, Medinah"
269,Aflah,( أفلح مولى رسول الله صلى الله عليه وسلم ( رضي الله عنه,Comp.(RA),0,0,"Makkah, Medinah"
270,Aflah Client of Umm Salamah,( أفلح مولى أم سلمة ( رضي الله عنه,Comp.(RA),0,0,"Makkah, Medinah"
271,Kharija ibn Zayd,( خارجة بن زيد بن أبى زهير ( رضي الله عنه,Comp.(RA),0,625,Medina
272,'Amra bint Rawaha,( عمرة بنت رواحة بن ثعلبة ( رضي الله عنها,Comp.(RA),0,0,Medinah
273,Simak ibn Sa'd,( سماك بن سعد بن ثعلبة ( رضي الله عنه,Comp.(RA),0,0,Medina
274,al-Nu'man bin Bashir ibn Sa'd,( النعمان بن بشير ( رضي الله عنه,Comp.(RA) [1st Generation],623,686,"Medina, Syria, Kufa"
275,Umayya or Ubayya bint Bashir ibn Sa'd,( أميمة بنت بشير بن سعد الأنصارية ( رضي الله عنها,Comp.(RA),0,0,Medina
276,Khallad ibn Suwayd b. Tha'laba,( خلاد بن سويد بن ثعلبة الأنصاري ( رضي الله عنه,Comp.(RA),0,627,Medina
277,al-Saib bin Khallad bin Suwayd,( السائب بن خلاد بن سويد الأنصاري ( رضي الله عنه,Comp.(RA) [1st Generation],0,622,"Medina, Yemen"
278,Mandwas bint Khallad bin Suwayd,( مندوس بنت خلاد بن سويد الأنصاري ( رضي الله عنها,Comp.(RA),0,0,"Medina, Yemen"
279,Unaysa or Nufaysa bint Qays,( أنيسة ويقال نفيسة بنت ثعلبة بن زيد ( رضي الله عنها,Comp.(RA),0,0,"Medina, Yemen"
280,Subay' bin Qays bin 'Aysha,( سبيع بن قيس بن عيشة ( رضي الله عنه,Comp.(RA),0,0,Medina
281,'Abbad bin Qays bin 'Aysha,( عباد بن قيس بن عيشة ( رضي الله عنه,Comp.(RA),0,630,Medina
282,Yazid bin al-Harith ibn Qays,( يزيد بن الحارث بن قيس ( رضي الله عنه,Comp.(RA),0,624,Medina
283,Hurayth bin Zayd,( حريث بن زيد بن ثعلبة ( رضي الله عنه,Comp.(RA),0,0,Medinah
284,Sufyan bin Nasr bin 'Amr,( سفيان بن نسر بن عمرو بن الحارث ( رضي الله عنه,Comp.(RA),0,0,Medinah
285,Khubayb bin Isaf,( خبيب بن إساف ( رضي الله عنه,Comp.(RA),0,622,Medinah
286,Jamila bint 'Abdullah ibn Ubayy,( جميلة بنت عبد الله بن أبي بن سلول ( رضي الله عنها,Comp.(RA),0,0,Medina
287,Zaynab bint Qays b. Shammas,( زينب بنت قيس بن شماس الأنصارية ( رضي الله عنها,Comp.(RA),0,0,Medinah
288,Unaysa bint Khubayb bin Isaf,( أنيسة بنت خبيب بن إساف ( رضي الله عنها,Comp.(RA) [1st Generation],0,0,"Medinah, Basra"
289,Umm Thabit bint Qays b. Shammas,( أم ثابت بنت قيس بن شماس الأنصارية ( رضي الله عنها,Comp.(RA),0,0,Medinah
290,Kabsha bint Waqid bin 'Amr,( كبشة بنت واقد بن عمرو الأنصارية ( رضي الله عنها,Comp.(RA),0,0,Medinah
291,Muhammad bin Thabit ibn Qays b. Shammas,( محمد بن ثابت بن قيس بن شماس الأنصاري ( رضي الله عنه,Comp.(RA) [1st Generation],0,684,Medinah
292,Zaynab bint Thabit ibn Qays b. Shammas,( زينب بنت ثابت بن قيس بن شماس الأنصارية ( رضي الله عنها,Comp.(RA),0,0,Medinah
293,'Abdullah bin Thabit ibn Qays b. Shammas,( عبد الله بن ثابت بن قيس بن شماس الأنصاري ( رضي الله عنه,Comp.(RA),0,684,Medinah
294,'Abdur Rahman bin Thabit ibn Qays,( عبد الرحمن بن ثابت بن قيس الأنصاري ( رضي الله عنه,Comp.(RA),0,0,Medinah
295,Yahya bin Thabit ibn Qays,( يحيى بن ثابت بن قيس بن شماس الأنصاري ( رضي الله عنه,Comp.(RA),0,684,Medinah
296,Qurayba bint Zayd,( قريبة بنت زيد بن عبد ربه الأنصارية ( رضي الله عنها,Comp.(RA),0,0,Medinah
297,Tamim bin Ya'ar bin Qays,( تميم بن يعار بن قيس بن عدي ( رضي الله عنه,Comp.(RA),0,0,Medina
298,Yazid/Zayd bin al-Muzayyan bin Qays,( يزيد بن المزين بن قيس بن عدي ( رضي الله عنه,Comp.(RA),0,0,Medina
299,'Abdullah bin 'Umair,( عبد الله بن عمير ( رضي الله عنه,Comp.(RA),0,0,Medina
300,'Abdullah bin 'Urfuta bin 'Adi,( عبد الله بن عرفطة بن عدي بن أمية ( رضي الله عنه,Comp.(RA),0,0,Medina
301,'Abdullah bin 'Abdullah ibn Ubayy,( عبد الله بن عبد الله بن أبي بن سلول ( رضي الله عنه,Comp.(RA),0,634,Medina
302,Mulayka bint 'Abdullah ibn Ubayy,( مليكة بنت عبد الله بن أبي بن سلول ( رضي الله عنها,Comp.(RA),0,0,Medina
303,Ramla bint 'Abdullah ibn Ubayy,( رملة بنت عبد الله بن أبي بن سلول ( رضي الله عنها,Comp.(RA),0,0,Medina
304,Umm Sa'd/Sa'id bint 'Abdullah ibn Ubayy,( أم سعد بنت عبد الله بن أبي بن سلول ( رضي الله عنها,Comp.(RA),0,0,Medina
305,'Ubada bin 'Abdullah ibn Ubayy,( عبادة بن عبد الله بن أبي بن سلول الخزرجي ( رضي الله عنه,Comp.(RA),0,0,Medina
306,Muhammad bin 'Abdullah ibn Ubayy,( محمد بن عبد الله بن أبي بن سلول الخزرجي ( رضي الله عنه,Comp.(RA),0,0,Medina
307,Ma'mar bin 'Abdullah ibn Ubayy,( معمر بن عبد الله بن أبي بن سلول الخزرجي ( رضي الله عنه,Comp.(RA),0,0,Medina
308,'Abdullah bin 'Abs,( عبد الله بن عبس ( رضي الله عنه,Comp.(RA),0,0,Medina
309,Umm Malik bint Ubayy bin Malik,( أم مالك بنت أبي بن مالك الأنصارية ( رضي الله عنها,Comp.(RA),0,0,Medina
310,Zayd bin Wadi'a b. 'Amr,( زيد بن وديعة بن عمرو بن قيس ( رضي الله عنه,Comp.(RA),0,0,"Medina, Iraq"
311,Zaynab bint Sahl bin al-Sa'b,( زينب بنت سهل بن الصعب بن قيس ( رضي الله عنها,Comp.(RA),0,0,"Medina, Iraq"
312,Rifa'a bin 'Amr bin Zayd,( رفاعة بن عمرو بن زيد بن عمرو ( رضي الله عنه,Comp.(RA),0,625,Medina
313,Ma'bad bin 'Abbad b. Qushayr,( أبو حميضة/معبد بن عباد بن قشير بن العدم ( رضي الله عنه,Comp.(RA),0,0,Medina
314,Mu'adha bint 'Abdullah bin 'Amr,( معاذة بنت عبد الله بن عمرو ( رضي الله عنها,Comp.(RA),0,0,Medina
315,Aws bin Khawli,( أوس بن خولى بن عبد الله بن الحارث ( رضي الله عنه,Comp.(RA),0,622,Medina
316,Khawla bint Khawli,( خولة بنت خولى بن عبد الله الأنصارية ( رضي الله عنها,Comp.(RA),0,0,Medina
317,Fushum bint Aws bin Khawli,( فسحم بنت أوس بن خولي ( رضي الله عنها,Comp.(RA),0,0,Medina
318,'Abdullah bin Rabi' bin Qays,( عبد الله بن الربيع بن قيس بن عمرو ( رضي الله عنه,Comp.(RA),0,0,Medina
